,BATSMEN,R,M,B,4s,6s,SR,sumpts_r,sumpts_4,sumpts_6,sumpts_50,sumpts_100,sumpts_sr,total
2884,BJHodge,31,22,18,2,2,172.22,15.5,1,2,0,0,0,18.5
2885,JPFaulkner,35,26,13,1,4,269.23,17.5,0.5,4,0,0,0,22
2886,KKCooper,2,1,2,0,0,100,1,0,0,0,0,0,1
2887,VSMalik,1,14,2,0,0,50,0.5,0,0,0,0,-2,-1.5
2888,RRRossouw,1,3,4,0,0,25,0.5,0,0,0,0,-3,-2.5
2889,YVTakawale,19,18,17,4,0,111.76,9.5,2,0,0,0,0,11.5
2890,VHZol,13,20,12,0,1,108.33,6.5,0,1,0,0,0,7.5
2891,VKohli,73,62,49,2,5,148.97,36.5,1,5,4,0,0,46.5
2892,YuvrajSingh,25,29,24,2,0,104.16,12.5,1,0,0,0,0,13.5
2893,ABdeVilliers,10,16,6,2,0,166.66,5,1,0,0,0,0,6
2894,SRana,5,13,6,0,0,83.33,2.5,0,0,0,0,0,2.5
2895,MAStarc,2,3,2,0,0,100,1,0,0,0,0,0,1
2896,DRSmith,34,19,17,4,1,200,17,2,1,0,0,0,20
2897,FduPlessis,54,75,43,3,3,125.58,27,1.5,3,4,0,0,35.5
2898,SKRaina,18,22,18,2,0,100,9,1,0,0,0,0,10
2899,MSDhoni,49,32,28,4,3,175,24.5,2,3,0,0,0,29.5
2900,DAWarner,4,2,2,1,0,200,2,0.5,0,0,0,0,2.5
2901,SDhawan,29,59,31,5,0,93.54,14.5,2.5,0,0,0,0,17
2902,NVOjha,26,35,23,5,1,113.04,13,2.5,1,0,0,0,16.5
2903,YVenugopalRao,27,32,26,4,0,103.84,13.5,2,0,0,0,0,15.5
2904,DJGSammy,29,35,19,1,3,152.63,14.5,0.5,3,0,0,0,18
2905,SAnirudha,3,6,5,0,0,60,1.5,0,0,0,0,-1,0.5
2906,JOHolder,16,14,12,2,1,133.33,8,1,1,0,0,0,10
2907,KVSharma,5,3,2,1,0,250,2.5,0.5,0,0,0,0,3
2909,RVUthappa,41,48,30,4,2,136.66,20.5,2,2,0,0,0,24.5
2910,GGambhir,28,22,18,4,1,155.55,14,2,1,0,0,0,17
2911,MKPandey,2,14,7,0,0,28.57,1,0,0,0,0,-3,-2
2912,YKPathan,72,35,22,5,7,327.27,36,2.5,7,4,0,0,49.5
2913,RNtenDoeschate,0,2,1,0,0,0,0,0,0,0,0,-3,-3
2914,ShakibAlHasan,1,11,5,0,0,20,0.5,0,0,0,0,-3,-2.5
2915,SAYadav,12,13,5,1,1,240,6,0.5,1,0,0,0,7.5
2917,KPPietersen,58,70,41,9,0,141.46,29,4.5,0,4,0,0,37.5
2918,MAAgarwal,2,12,5,0,0,40,1,0,0,0,0,-3,-2
2919,KDKarthik,13,14,7,3,0,185.71,6.5,1.5,0,0,0,0,8
2920,KMJadhav,0,3,4,0,0,0,0,0,0,0,0,-3,-3
2921,MKTiwary,8,18,11,0,0,72.72,4,0,0,0,0,0,4
2922,JPDuminy,8,14,8,1,0,100,4,0.5,0,0,0,0,4.5
2923,JDSNeesham,12,20,20,1,0,60,6,0.5,0,0,0,-1,5.5
2924,SNadeem,3,22,7,0,0,42.85,1.5,0,0,0,0,-3,-1.5
2925,MohammedShami,0,1,1,0,0,0,0,0,0,0,0,-3,-3
2926,ImranTahir,4,2,4,1,0,100,2,0.5,0,0,0,0,2.5
2927,JDUnadkat,0,1,1,0,0,0,0,0,0,0,0,-3,-3
2928,VSehwag,9,8,7,2,0,128.57,4.5,1,0,0,0,0,5.5
2929,MVohra,47,59,38,4,2,123.68,23.5,2,2,0,0,0,27.5
2930,GJMaxwell,0,5,3,0,0,0,0,0,0,0,0,-3,-3
2931,DAMiller,47,47,34,4,2,138.23,23.5,2,2,0,0,0,27.5
2932,GJBailey,1,2,1,0,0,100,0.5,0,0,0,0,0,0.5
2933,SRWatson,8,22,18,1,0,44.44,4,0.5,0,0,0,-3,1.5
2934,SVSamson,74,68,47,7,3,157.44,37,3.5,3,4,0,0,47.5
2935,KKNair,50,42,27,7,2,185.18,25,3.5,2,4,0,0,34.5
2936,BJHodge,29,24,16,2,1,181.25,14.5,1,1,0,0,0,16.5
2937,JPFaulkner,23,20,12,0,3,191.66,11.5,0,3,0,0,0,14.5
2939,LMPSimmons,12,8,8,3,0,150,6,1.5,0,0,0,0,7.5
2940,MEKHussey,22,23,11,1,2,200,11,0.5,2,0,0,0,13.5
2941,CJAnderson,95,79,44,9,6,215.9,47.5,4.5,6,4,0,0,62
2942,KAPollard,7,3,3,0,1,233.33,3.5,0,1,0,0,0,4.5
2943,RGSharma,16,23,11,1,1,145.45,8,0.5,1,0,0,0,9.5
2944,ATRayudu,30,32,10,5,1,300,15,2.5,1,0,0,0,18.5
2945,APTare,6,3,1,0,1,600,3,0,1,0,0,0,4
2946,RVUthappa,42,43,30,4,2,140,21,2,2,0,0,0,25
2947,GGambhir,1,7,3,0,0,33.33,0.5,0,0,0,0,-3,-2.5
2948,MKPandey,21,37,20,3,0,105,10.5,1.5,0,0,0,0,12
2949,ShakibAlHasan,18,30,16,2,0,112.5,9,1,0,0,0,0,10
2950,YKPathan,20,30,18,2,1,111.11,10,1,1,0,0,0,12
2951,RNtenDoeschate,17,19,10,0,2,170,8.5,0,2,0,0,0,10.5
2952,SAYadav,20,13,14,3,1,142.85,10,1.5,1,0,0,0,12.5
2953,PPChawla,17,13,9,3,0,188.88,8.5,1.5,0,0,0,0,10
2956,VSehwag,2,6,3,0,0,66.66,1,0,0,0,0,-1,0
2957,MVohra,26,26,19,0,3,136.84,13,0,3,0,0,0,16
2958,WPSaha,35,49,31,2,2,112.9,17.5,1,2,0,0,0,20.5
2959,GJMaxwell,6,8,9,1,0,66.66,3,0.5,0,0,0,-1,2.5
2960,DAMiller,8,22,12,0,0,66.66,4,0,0,0,0,-1,3
2961,ARPatel,2,10,2,0,0,100,1,0,0,0,0,0,1
2962,GJBailey,26,30,17,1,2,152.94,13,0.5,2,0,0,0,15.5
2963,RDhawan,14,14,15,0,1,93.33,7,0,1,0,0,0,8
2964,MGJohnson,10,10,11,0,1,90.9,5,0,1,0,0,0,6
2965,KaranveerSingh,1,3,1,0,0,100,0.5,0,0,0,0,0,0.5
2966,LMPSimmons,67,71,44,5,4,152.27,33.5,2.5,4,4,0,0,44
2967,MEKHussey,39,41,33,4,1,118.18,19.5,2,1,0,0,0,22.5
2968,CJAnderson,20,10,10,1,2,200,10,0.5,2,0,0,0,12.5
2969,RGSharma,20,25,16,3,0,125,10,1.5,0,0,0,0,11.5
2970,KAPollard,14,12,8,1,1,175,7,0.5,1,0,0,0,8.5
2971,ATRayudu,2,10,3,0,0,66.66,1,0,0,0,0,-1,0
2972,APTare,0,1,1,0,0,0,0,0,0,0,0,-3,-3
2973,HarbhajanSingh,7,8,2,0,1,350,3.5,0,1,0,0,0,4.5
2974,PKumar,1,3,2,0,0,50,0.5,0,0,0,0,-2,-1.5
2975,PPOjha,1,2,1,0,0,100,0.5,0,0,0,0,0,0.5
2976,DRSmith,24,30,20,4,0,120,12,2,0,0,0,0,14
2977,FduPlessis,35,34,20,5,1,175,17.5,2.5,1,0,0,0,21
2978,SKRaina,54,62,33,4,2,163.63,27,2,2,4,0,0,35
2979,BBMcCullum,14,14,11,0,2,127.27,7,0,2,0,0,0,9
2980,DJHussey,40,43,29,2,3,137.93,20,1,3,0,0,0,24
2981,VSehwag,122,93,58,12,8,210.34,61,6,8,4,8,0,87
2982,MVohra,34,50,31,1,2,109.67,17,0.5,2,0,0,0,19.5
2983,GJMaxwell,13,14,6,1,1,216.66,6.5,0.5,1,0,0,0,8
2984,DAMiller,38,36,19,5,1,200,19,2.5,1,0,0,0,22.5
2985,GJBailey,1,4,2,0,0,50,0.5,0,0,0,0,-2,-1.5
2986,WPSaha,6,6,4,0,1,150,3,0,1,0,0,0,4
2987,MGJohnson,1,2,1,0,0,100,0.5,0,0,0,0,0,0.5
2988,DRSmith,7,26,11,0,0,63.63,3.5,0,0,0,0,-1,2.5
2989,FduPlessis,0,1,1,0,0,0,0,0,0,0,0,-3,-3
2990,SKRaina,87,37,25,12,6,348,43.5,6,6,4,0,0,59.5
2991,BBMcCullum,11,30,16,0,0,68.75,5.5,0,0,0,0,-1,4.5
2992,RAJadeja,27,19,21,2,1,128.57,13.5,1,1,0,0,0,15.5
2993,DJHussey,1,6,3,0,0,33.33,0.5,0,0,0,0,-3,-2.5
2994,MSDhoni,42,42,31,3,3,135.48,21,1.5,3,0,0,0,25.5
2995,RAshwin,10,19,11,0,0,90.9,5,0,0,0,0,0,5
2996,MMSharma,1,17,3,0,0,33.33,0.5,0,0,0,0,-3,-2.5
2997,VSehwag,7,14,10,1,0,70,3.5,0.5,0,0,0,0,4
2998,MVohra,67,75,52,6,2,128.84,33.5,3,2,4,0,0,42.5
2999,GJBailey,1,17,2,0,0,50,0.5,0,0,0,0,-2,-1.5
3000,WPSaha,115,66,55,10,8,209.09,57.5,5,8,4,8,0,82.5
3001,GJMaxwell,0,4,1,0,0,0,0,0,0,0,0,-3,-3
3002,DAMiller,1,8,1,0,0,100,0.5,0,0,0,0,0,0.5
3003,RVUthappa,5,3,3,1,0,166.66,2.5,0.5,0,0,0,0,3
3004,GGambhir,23,34,17,3,0,135.29,11.5,1.5,0,0,0,0,13
3005,MKPandey,94,81,50,7,6,188,47,3.5,6,4,0,0,60.5
3006,YKPathan,36,30,22,0,4,163.63,18,0,4,0,0,0,22
3007,ShakibAlHasan,12,10,7,2,0,171.42,6,1,0,0,0,0,7
3008,RNtenDoeschate,4,6,3,1,0,133.33,2,0.5,0,0,0,0,2.5
3009,SAYadav,5,9,6,0,0,83.33,2.5,0,0,0,0,0,2.5
3010,PPChawla,13,16,5,1,1,260,6.5,0.5,1,0,0,0,8
3011,SPNarine,2,8,4,0,0,50,1,0,0,0,0,-2,-1
3012,RGSharma,98,85,65,12,4,150.76,49,6,4,4,0,0,63
3013,AJFinch,5,5,5,1,0,100,2.5,0.5,0,0,0,0,3
3014,APTare,7,7,7,1,0,100,3.5,0.5,0,0,0,0,4
3015,ATRayudu,0,1,2,0,0,0,0,0,0,0,0,-3,-3
3016,CJAnderson,55,61,41,4,3,134.14,27.5,2,3,4,0,0,36.5
3017,RVUthappa,9,14,12,0,1,75,4.5,0,1,0,0,0,5.5
3018,GGambhir,57,66,43,7,1,132.55,28.5,3.5,1,4,0,0,37
3019,MKPandey,40,39,24,2,3,166.66,20,1,3,0,0,0,24
3020,SAYadav,46,36,20,1,5,230,23,0.5,5,0,0,0,28.5
3021,YKPathan,14,24,12,1,1,116.66,7,0.5,1,0,0,0,8.5
3022,DRSmith,34,37,31,6,0,109.67,17,3,0,0,0,0,20
3023,BBMcCullum,4,6,2,1,0,200,2,0.5,0,0,0,0,2.5
3024,SKRaina,4,12,7,0,0,57.14,2,0,0,0,0,-2,0
3025,FduPlessis,32,34,24,3,0,133.33,16,1.5,0,0,0,0,17.5
3026,RAJadeja,17,29,18,1,1,94.44,8.5,0.5,1,0,0,0,10
3027,MSDhoni,30,35,27,1,2,111.11,15,0.5,2,0,0,0,17.5
3028,DJBravo,1,7,3,0,0,33.33,0.5,0,0,0,0,-3,-2.5
3029,RAshwin,12,16,8,1,0,150,6,0.5,0,0,0,0,6.5
3030,MMSharma,2,1,1,0,0,200,1,0,0,0,0,0,1
3031,MAAgarwal,15,14,12,2,1,125,7.5,1,1,0,0,0,9.5
3032,CMGautam,4,11,5,0,0,80,2,0,0,0,0,0,2
3033,JAMorkel,73,99,55,8,1,132.72,36.5,4,1,4,0,0,45.5
3034,SSIyer,7,11,7,1,0,100,3.5,0.5,0,0,0,0,4
3035,KMJadhav,20,38,20,2,0,100,10,1,0,0,0,0,11
3036,YuvrajSingh,9,8,6,1,0,150,4.5,0.5,0,0,0,0,5
3037,JPDuminy,5,5,5,0,0,100,2.5,0,0,0,0,0,2.5
3038,NMCoulterNile,5,12,4,1,0,125,2.5,0.5,0,0,0,0,3
3039,AMishra,4,6,4,0,0,100,2,0,0,0,0,0,2
3040,ImranTahir,2,5,2,0,0,100,1,0,0,0,0,0,1
3042,AMRahane,0,7,8,0,0,0,0,0,0,0,0,-3,-3
3043,SVSamson,5,13,6,0,0,83.33,2.5,0,0,0,0,0,2.5
3044,SPDSmith,33,41,23,5,0,143.47,16.5,2.5,0,0,0,0,19
3045,KKNair,8,13,11,0,1,72.72,4,0,1,0,0,0,5
3046,STRBinny,13,30,16,2,0,81.25,6.5,1,0,0,0,0,7.5
3047,DJHooda,30,30,15,1,3,200,15,0.5,3,0,0,0,18.5
3048,JPFaulkner,46,39,33,2,3,139.39,23,1,3,0,0,0,27
3049,CHMorris,6,14,8,0,0,75,3,0,0,0,0,0,3
3051,VSehwag,0,1,1,0,0,0,0,0,0,0,0,-3,-3
3052,MVijay,37,43,32,4,1,115.62,18.5,2,1,0,0,0,21.5
3053,WPSaha,7,11,4,1,0,175,3.5,0.5,0,0,0,0,4
3054,GJMaxwell,7,9,5,1,0,140,3.5,0.5,0,0,0,0,4
3055,ARPatel,24,59,28,2,0,85.71,12,1,0,0,0,0,13
3056,DAMiller,23,20,21,3,1,109.52,11.5,1.5,1,0,0,0,14
3057,GJBailey,24,26,18,2,1,133.33,12,1,1,0,0,0,14
3058,MGJohnson,0,4,4,0,0,0,0,0,0,0,0,-3,-3
3059,AnureetSingh,0,8,3,0,0,0,0,0,0,0,0,-3,-3
3060,KaranveerSingh,5,5,4,1,0,125,2.5,0.5,0,0,0,0,3
3061,DRSmith,27,40,26,4,1,103.84,13.5,2,1,0,0,0,16.5
3062,BBMcCullum,100,97,56,7,9,178.57,50,3.5,9,4,8,0,74.5
3063,SKRaina,14,24,12,1,0,116.66,7,0.5,0,0,0,0,7.5
3064,MSDhoni,53,27,29,4,4,182.75,26.5,2,4,4,0,0,36.5
3065,RAJadeja,0,1,1,0,0,0,0,0,0,0,0,-3,-3
3067,DAWarner,53,72,42,1,3,126.19,26.5,0.5,3,4,0,0,34
3068,SDhawan,26,16,18,5,0,144.44,13,2.5,0,0,0,0,15.5
3069,KLRahul,5,12,8,1,0,62.5,2.5,0.5,0,0,0,-1,2
3070,NVOjha,15,26,11,0,1,136.36,7.5,0,1,0,0,0,8.5
3071,RSBopara,22,24,15,0,2,146.66,11,0,2,0,0,0,13
3072,KSWilliamson,26,25,18,1,1,144.44,13,0.5,1,0,0,0,14.5
3073,KVSharma,4,11,6,0,0,66.66,2,0,0,0,0,-1,1
3074,ParvezRasool,2,4,2,0,0,100,1,0,0,0,0,0,1
3075,RVUthappa,35,52,28,4,0,125,17.5,2,0,0,0,0,19.5
3076,GGambhir,58,66,46,7,1,126.08,29,3.5,1,4,0,0,37.5
3077,MKPandey,23,30,15,4,0,153.33,11.5,2,0,0,0,0,13.5
3078,SAYadav,11,14,9,2,0,122.22,5.5,1,0,0,0,0,6.5
3079,YKPathan,3,18,4,0,0,75,1.5,0,0,0,0,0,1.5
3080,ADRussell,41,22,17,6,2,241.17,20.5,3,2,0,0,0,25.5
3081,ShakibAlHasan,0,4,1,0,0,0,0,0,0,0,0,-3,-3
3083,CHGayle,96,83,56,7,7,171.42,48,3.5,7,4,0,0,62.5
3084,VKohli,13,18,15,0,1,86.66,6.5,0,1,0,0,0,7.5
3085,KDKarthik,6,12,8,1,0,75,3,0.5,0,0,0,0,3.5
3086,MandeepSingh,6,1,3,0,1,200,3,0,1,0,0,0,4
3087,ABdeVilliers,28,14,13,3,2,215.38,14,1.5,2,0,0,0,17.5
3088,DJGSammy,7,14,9,0,0,77.77,3.5,0,0,0,0,0,3.5
3089,SAAbbott,1,8,4,0,0,25,0.5,0,0,0,0,-3,-2.5
3090,HVPatel,9,16,4,0,1,225,4.5,0,1,0,0,0,5.5
3091,ANAhmed,5,5,2,1,0,250,2.5,0.5,0,0,0,0,3
3092,MAAgarwal,37,19,21,6,1,176.19,18.5,3,1,0,0,0,22.5
3093,SSIyer,40,44,30,3,3,133.33,20,1.5,3,0,0,0,24.5
3094,JPDuminy,44,64,38,0,3,115.78,22,0,3,0,0,0,25
3095,YuvrajSingh,27,23,17,0,2,158.82,13.5,0,2,0,0,0,15.5
3096,ADMathews,27,15,14,3,1,192.85,13.5,1.5,1,0,0,0,16
3097,AMRahane,47,72,39,2,3,120.51,23.5,1,3,0,0,0,27.5
3098,SVSamson,11,19,12,1,0,91.66,5.5,0.5,0,0,0,0,6
3099,SPDSmith,10,9,9,2,0,111.11,5,1,0,0,0,0,6
3100,KKNair,20,14,12,3,0,166.66,10,1.5,0,0,0,0,11.5
3101,STRBinny,1,2,2,0,0,50,0.5,0,0,0,0,-2,-1.5
3102,DJHooda,54,40,25,3,4,216,27,1.5,4,4,0,0,36.5
3103,JPFaulkner,17,18,11,2,0,154.54,8.5,1,0,0,0,0,9.5
3104,CHMorris,13,10,6,1,1,216.66,6.5,0.5,1,0,0,0,8
3105,TGSouthee,7,7,4,1,0,175,3.5,0.5,0,0,0,0,4
3106,MVijay,35,49,29,6,0,120.68,17.5,3,0,0,0,0,20.5
3107,VSehwag,36,32,19,6,1,189.47,18,3,1,0,0,0,22
3108,GJMaxwell,6,3,4,1,0,150,3,0.5,0,0,0,0,3.5
3109,DAMiller,24,37,23,3,0,104.34,12,1.5,0,0,0,0,13.5
3110,GJBailey,61,52,32,4,3,190.62,30.5,2,3,4,0,0,39.5
3111,RDhawan,6,9,6,1,0,100,3,0.5,0,0,0,0,3.5
3112,MGJohnson,3,17,7,0,0,42.85,1.5,0,0,0,0,-3,-1.5
3113,RGSharma,0,1,2,0,0,0,0,0,0,0,0,-3,-3
3114,AJFinch,8,24,14,1,0,57.14,4,0.5,0,0,0,-2,2.5
3115,APTare,7,12,10,0,0,70,3.5,0,0,0,0,0,3.5
3116,ATRayudu,13,43,19,2,0,68.42,6.5,1,0,0,0,-1,6.5
3117,CJAnderson,5,11,11,1,0,45.45,2.5,0.5,0,0,0,-3,0
3118,KAPollard,20,29,21,1,1,95.23,10,0.5,1,0,0,0,11.5
3119,JSuchith,34,43,21,4,2,161.9,17,2,2,0,0,0,21
3120,HarbhajanSingh,64,33,24,5,6,266.66,32,2.5,6,4,0,0,44.5
3122,CHGayle,21,23,16,3,1,131.25,10.5,1.5,1,0,0,0,13
3123,VKohli,41,52,37,4,2,110.81,20.5,2,2,0,0,0,24.5
3124,KDKarthik,9,21,11,1,0,81.81,4.5,0.5,0,0,0,0,5
3125,ABdeVilliers,46,40,28,5,2,164.28,23,2.5,2,0,0,0,27.5
3126,MandeepSingh,0,1,1,0,0,0,0,0,0,0,0,-3,-3
3127,DJGSammy,6,14,9,0,0,66.66,3,0,0,0,0,-1,2
3128,SAAbbott,14,17,9,1,1,155.55,7,0.5,1,0,0,0,8.5
3129,HVPatel,2,2,2,0,0,100,1,0,0,0,0,0,1
3130,ANAhmed,4,10,2,1,0,200,2,0.5,0,0,0,0,2.5
3131,VRAaron,6,3,3,0,1,200,3,0,1,0,0,0,4
3132,YSChahal,1,3,1,0,0,100,0.5,0,0,0,0,0,0.5
3133,DAWarner,57,40,27,6,4,211.11,28.5,3,4,4,0,0,39.5
3134,SDhawan,50,96,42,4,2,119.04,25,2,2,4,0,0,33
3135,KSWilliamson,5,10,9,0,0,55.55,2.5,0,0,0,0,-2,0.5
3136,KLRahul,44,44,28,4,1,157.14,22,2,1,0,0,0,25
3137,AJFinch,10,17,14,2,0,71.42,5,1,0,0,0,0,6
3138,PAPatel,16,22,11,2,0,145.45,8,1,0,0,0,0,9
3139,UBTChand,12,27,17,1,0,70.58,6,0.5,0,0,0,0,6.5
3140,RGSharma,0,7,5,0,0,0,0,0,0,0,0,-3,-3
3141,CJAnderson,50,67,38,5,3,131.57,25,2.5,3,4,0,0,34.5
3142,KAPollard,70,48,34,7,5,205.88,35,3.5,5,4,0,0,47.5
3143,JSuchith,0,7,1,0,0,0,0,0,0,0,0,-3,-3
3144,SGopal,1,4,1,0,0,100,0.5,0,0,0,0,0,0.5
3145,AMRahane,46,60,39,4,0,117.94,23,2,0,0,0,0,25
3146,SVSamson,17,22,16,3,0,106.25,8.5,1.5,0,0,0,0,10
3147,SPDSmith,79,76,53,8,1,149.05,39.5,4,1,4,0,0,48.5
3148,DJHooda,13,10,4,0,2,325,6.5,0,2,0,0,0,8.5
3149,JPFaulkner,6,27,6,0,0,100,3,0,0,0,0,0,3
3150,MVijay,19,21,18,2,1,105.55,9.5,1,1,0,0,0,11.5
3151,VSehwag,47,67,41,4,2,114.63,23.5,2,2,0,0,0,27.5
3152,WPSaha,39,38,28,0,3,139.28,19.5,0,3,0,0,0,22.5
3153,DAMiller,5,18,7,0,0,71.42,2.5,0,0,0,0,0,2.5
3154,GJMaxwell,15,6,5,0,2,300,7.5,0,2,0,0,0,9.5
3155,GJBailey,19,15,11,1,1,172.72,9.5,0.5,1,0,0,0,11
3156,ARPatel,13,12,10,0,1,130,6.5,0,1,0,0,0,7.5
3158,MAAgarwal,68,94,48,7,2,141.66,34,3.5,2,4,0,0,43.5
3159,SSIyer,6,12,5,1,0,120,3,0.5,0,0,0,0,3.5
3160,JPDuminy,21,22,19,3,0,110.52,10.5,1.5,0,0,0,0,12
3161,YuvrajSingh,54,56,39,5,3,138.46,27,2.5,3,4,0,0,36.5
3162,ADMathews,6,10,4,1,0,150,3,0.5,0,0,0,0,3.5
3163,KMJadhav,3,6,5,0,0,60,1.5,0,0,0,0,-1,0.5
3165,DAWarner,21,25,14,3,1,150,10.5,1.5,1,0,0,0,13
3166,SDhawan,10,18,12,2,0,83.33,5,1,0,0,0,0,6
3167,KLRahul,2,8,5,0,0,40,1,0,0,0,0,-3,-2
3168,NVOjha,25,44,32,3,0,78.12,12.5,1.5,0,0,0,0,14
3169,EJGMorgan,27,52,30,2,1,90,13.5,1,1,0,0,0,15.5
3170,RSBopara,23,25,19,1,1,121.05,11.5,0.5,1,0,0,0,13
3171,AAshishReddy,13,15,9,0,1,144.44,6.5,0,1,0,0,0,7.5
3172,AMRahane,62,86,56,9,0,110.71,31,4.5,0,4,0,0,39.5
3173,SVSamson,26,47,30,2,0,86.66,13,1,0,0,0,0,14
3174,SPDSmith,13,11,10,2,0,130,6.5,1,0,0,0,0,7.5
3175,KKNair,1,7,5,0,0,20,0.5,0,0,0,0,-3,-2.5
3176,STRBinny,16,29,14,1,0,114.28,8,0.5,0,0,0,0,8.5
3177,JPFaulkner,6,10,5,1,0,120,3,0.5,0,0,0,0,3.5
3178,LMPSimmons,5,18,13,1,0,38.46,2.5,0.5,0,0,0,-3,0
3179,PAPatel,0,2,1,0,0,0,0,0,0,0,0,-3,-3
3180,CJAnderson,4,11,7,1,0,57.14,2,0.5,0,0,0,-2,0.5
3181,RGSharma,50,60,31,5,1,161.29,25,2.5,1,4,0,0,32.5
3182,HarbhajanSingh,24,29,21,2,1,114.28,12,1,1,0,0,0,14
3183,KAPollard,64,54,30,4,5,213.33,32,2,5,4,0,0,43
3184,ATRayudu,29,26,16,1,3,181.25,14.5,0.5,3,0,0,0,18
3186,RVinayKumar,0,1,1,0,0,0,0,0,0,0,0,-3,-3
3187,DRSmith,62,45,30,8,4,206.66,31,4,4,4,0,0,43
3188,BBMcCullum,46,42,20,6,2,230,23,3,2,0,0,0,28
3189,SKRaina,43,51,29,4,2,148.27,21.5,2,2,0,0,0,25.5
3190,FduPlessis,11,20,13,2,0,84.61,5.5,1,0,0,0,0,6.5
3191,MSDhoni,3,14,6,0,0,50,1.5,0,0,0,0,-2,-0.5
3192,DJBravo,13,12,5,1,1,260,6.5,0.5,1,0,0,0,8
3193,MAAgarwal,1,9,3,0,0,33.33,0.5,0,0,0,0,-3,-2.5
3194,SSIyer,60,52,40,3,5,150,30,1.5,5,4,0,0,40.5
3195,JPDuminy,54,65,41,5,2,131.7,27,2.5,2,4,0,0,35.5
3196,YuvrajSingh,9,24,13,0,0,69.23,4.5,0,0,0,0,-1,3.5
3197,ADMathews,15,20,11,0,1,136.36,7.5,0,1,0,0,0,8.5
3198,KMJadhav,19,18,12,1,1,158.33,9.5,0.5,1,0,0,0,11
3199,DAWarner,28,35,20,4,0,140,14,2,0,0,0,0,16
3200,SDhawan,18,32,18,3,0,100,9,1.5,0,0,0,0,10.5
3201,RSBopara,41,44,30,1,3,136.66,20.5,0.5,3,0,0,0,24
3202,KLRahul,24,20,21,0,2,114.28,12,0,2,0,0,0,14
3203,NVOjha,12,15,10,1,0,120,6,0.5,0,0,0,0,6.5
3204,EJGMorgan,1,6,2,0,0,50,0.5,0,0,0,0,-2,-1.5
3205,AAshishReddy,15,16,8,1,1,187.5,7.5,0.5,1,0,0,0,9
3206,KVSharma,19,19,10,0,2,190,9.5,0,2,0,0,0,11.5
3207,PKumar,1,4,1,0,0,100,0.5,0,0,0,0,0,0.5
3208,MVijay,0,3,4,0,0,0,0,0,0,0,0,-3,-3
3209,VSehwag,11,21,10,2,0,110,5.5,1,0,0,0,0,6.5
3210,WPSaha,15,14,11,1,1,136.36,7.5,0.5,1,0,0,0,9
3211,GJMaxwell,33,34,26,2,2,126.92,16.5,1,2,0,0,0,19.5
3212,GJBailey,60,69,45,5,2,133.33,30,2.5,2,4,0,0,38.5
3213,NLTCPerera,9,9,8,0,1,112.5,4.5,0,1,0,0,0,5.5
3214,GurkeeratSingh,11,15,10,0,1,110,5.5,0,1,0,0,0,6.5
3215,ARPatel,2,6,3,0,0,66.66,1,0,0,0,0,-1,0
3216,MGJohnson,1,6,2,0,0,50,0.5,0,0,0,0,-2,-1.5
3217,AnureetSingh,0,1,1,0,0,0,0,0,0,0,0,-3,-3
3218,RVUthappa,13,11,10,2,0,130,6.5,1,0,0,0,0,7.5
3219,GGambhir,11,40,19,1,0,57.89,5.5,0.5,0,0,0,-2,4
3220,MKPandey,12,10,6,2,0,200,6,1,0,0,0,0,7
3221,SAYadav,23,12,10,2,2,230,11.5,1,2,0,0,0,14.5
3222,YKPathan,28,58,24,4,0,116.66,14,2,0,0,0,0,16
3223,RNtenDoeschate,0,2,1,0,0,0,0,0,0,0,0,-3,-3
3224,ADRussell,66,48,36,9,2,183.33,33,4.5,2,4,0,0,43.5
3225,PPChawla,4,1,1,1,0,400,2,0.5,0,0,0,0,2.5
3226,DRSmith,40,42,29,3,2,137.93,20,1.5,2,0,0,0,23.5
3227,BBMcCullum,12,10,7,3,0,171.42,6,1.5,0,0,0,0,7.5
3228,SKRaina,4,12,8,0,0,50,2,0,0,0,0,-2,0
3229,FduPlessis,1,5,3,0,0,33.33,0.5,0,0,0,0,-3,-2.5
3230,DJBravo,62,65,36,8,1,172.22,31,4,1,4,0,0,40
3231,MSDhoni,31,52,37,4,0,83.78,15.5,2,0,0,0,0,17.5
3232,AMRahane,76,86,55,6,2,138.18,38,3,2,4,0,0,47
3233,SRWatson,73,75,47,6,4,155.31,36.5,3,4,4,0,0,47.5
3234,SPDSmith,6,8,7,0,0,85.71,3,0,0,0,0,0,3
3235,KKNair,1,1,1,0,0,100,0.5,0,0,0,0,0,0.5
3236,LMPSimmons,59,56,44,9,2,134.09,29.5,4.5,2,4,0,0,40
3237,PAPatel,12,25,13,2,0,92.3,6,1,0,0,0,0,7
3238,UBTChand,58,50,37,8,2,156.75,29,4,2,4,0,0,39
3239,RGSharma,42,28,15,3,4,280,21,1.5,4,0,0,0,26.5
3240,KAPollard,5,4,3,1,0,166.66,2.5,0.5,0,0,0,0,3
3241,ATRayudu,0,1,1,0,0,0,0,0,0,0,0,-3,-3
3242,HarbhajanSingh,0,6,1,0,0,0,0,0,0,0,0,-3,-3
3243,HHPandya,16,4,6,0,2,266.66,8,0,2,0,0,0,10
3244,CHGayle,10,42,24,0,0,41.66,5,0,0,0,0,-3,2
3245,MSBisla,20,26,16,3,1,125,10,1.5,1,0,0,0,12.5
